,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
103353,0,188014610,2022-05-02,2024-07-02,3.0,268.0,2022-04-01,ws,1
122336,0,188014610,2024-07-02,2025-06-30,3.0,268.0,2024-06-01,ws,1
70220,3,188014710,2010-01-01,2020-05-02,3.0,580.0,2020-04-01,bsl,0
78550,0,188014710,2020-05-02,2022-05-02,3.0,580.0,2020-04-01,ws,1
103354,0,188014710,2022-05-02,2024-07-02,3.0,580.0,2022-04-01,ws,1
122337,0,188014710,2024-07-02,2025-06-30,3.0,580.0,2024-06-01,ws,1
70221,3,188014810,2010-01-01,2020-05-02,3.0,445.0,2020-04-01,bsl,0
78551,0,188014810,2020-05-02,2022-05-02,3.0,445.0,2020-04-01,ws,1
103355,0,188014810,2022-05-02,2024-07-02,3.0,445.0,2022-04-01,ws,1
122338,0,188014810,2024-07-02,2025-06-30,3.0,445.0,2024-06-01,ws,1
70222,3,188014910,2010-01-01,2020-05-02,3.0,680.0,2020-04-01,bsl,0
78552,0,188014910,2020-05-02,2022-05-02,3.0,680.0,2020-04-01,ws,1
103356,0,188014910,2022-05-02,2024-07-02,3.0,680.0,2022-04-01,ws,1
122339,0,188014910,2024-07-02,2025-06-30,3.0,680.0,2024-06-01,ws,1
70223,3,188015010,2010-01-01,2020-05-02,3.0,530.0,2020-04-01,bsl,0
78553,0,188015010,2020-05-02,2022-05-02,3.0,530.0,2020-04-01,ws,1
103357,0,188015010,2022-05-02,2024-07-02,3.0,530.0,2022-04-01,ws,1
122340,0,188015010,2024-07-02,2025-06-30,3.0,530.0,2024-06-01,ws,1
70224,3,188015110,2010-01-01,2020-05-02,3.0,293.0,2020-04-01,bsl,0
78554,0,188015110,2020-05-02,2022-05-02,3.0,293.0,2020-04-01,ws,1
103358,0,188015110,2022-05-02,2024-07-02,3.0,293.0,2022-04-01,ws,1
122341,0,188015110,2024-07-02,2025-06-30,3.0,293.0,2024-06-01,ws,1
70225,3,188015210,2010-01-01,2020-05-02,3.0,225.0,2020-04-01,bsl,0
78555,0,188015210,2020-05-02,2022-05-02,3.0,225.0,2020-04-01,ws,1
103359,0,188015210,2022-05-02,2024-07-02,3.0,225.0,2022-04-01,ws,1
122342,0,188015210,2024-07-02,2025-06-30,3.0,225.0,2024-06-01,ws,1
70226,3,188015310,2010-01-01,2020-05-02,3.0,343.0,2020-04-01,bsl,0
78556,0,188015310,2020-05-02,2022-05-02,3.0,343.0,2020-04-01,ws,1
103360,0,188015310,2022-05-02,2024-07-02,3.0,343.0,2022-04-01,ws,1
122343,0,188015310,2024-07-02,2025-06-30,3.0,343.0,2024-06-01,ws,1
70227,3,188015410,2010-01-01,2020-05-02,3.0,268.0,2020-04-01,bsl,0
78557,0,188015410,2020-05-02,2022-05-02,3.0,268.0,2020-04-01,ws,1
103361,0,188015410,2022-05-02,2024-07-02,3.0,268.0,2022-04-01,ws,1
122344,0,188015410,2024-07-02,2025-06-30,3.0,268.0,2024-06-01,ws,1
70228,3,188015570,2010-01-01,2020-05-02,3.0,450.0,2020-04-01,bsl,0
78558,0,188015570,2020-05-02,2022-05-02,3.0,450.0,2020-04-01,ws,1
103362,0,188015570,2022-05-02,2024-07-02,3.0,450.0,2022-04-01,ws,1
122345,0,188015570,2024-07-02,2025-06-30,3.0,450.0,2024-06-01,ws,1
70229,3,188015670,2010-01-01,2020-05-02,3.0,450.0,2020-04-01,bsl,0
78559,0,188015670,2020-05-02,2022-05-02,3.0,450.0,2020-04-01,ws,1
92204,9,188015670,2022-05-02,2025-06-30,,450.0,2022-04-01,aes,2
70230,3,188015770,2010-01-01,2020-05-02,3.0,400.0,2020-04-01,bsl,0
78560,0,188015770,2020-05-02,2022-05-02,3.0,400.0,2020-04-01,ws,1
103363,0,188015770,2022-05-02,2024-07-02,3.0,400.0,2022-04-01,ws,1
122346,0,188015770,2024-07-02,2025-06-30,3.0,400.0,2024-06-01,ws,1
70231,3,188015870,2010-01-01,2020-05-02,3.0,900.0,2020-04-01,bsl,0
78561,0,188015870,2020-05-02,2022-05-02,3.0,900.0,2020-04-01,ws,1
103364,0,188015870,2022-05-02,2024-07-02,3.0,900.0,2022-04-01,ws,1
122347,0,188015870,2024-07-02,2025-06-30,3.0,900.0,2024-06-01,ws,1
70232,3,188015970,2010-01-01,2020-05-02,3.0,900.0,2020-04-01,bsl,0
78562,0,188015970,2020-05-02,2022-05-02,3.0,900.0,2020-04-01,ws,1
92206,9,188015970,2022-05-02,2025-06-30,,900.0,2022-04-01,aes,2
70233,3,188016070,2010-01-01,2020-05-02,3.0,810.0,2020-04-01,bsl,0
78563,0,188016070,2020-05-02,2022-05-02,3.0,810.0,2020-04-01,ws,1
103365,0,188016070,2022-05-02,2024-07-02,3.0,810.0,2022-04-01,ws,1
122348,0,188016070,2024-07-02,2025-06-30,3.0,810.0,2024-06-01,ws,1
70234,3,188016170,2010-01-01,2020-05-02,3.0,1450.0,2020-04-01,bsl,0
78564,0,188016170,2020-05-02,2022-05-02,3.0,1450.0,2020-04-01,ws,1
103366,0,188016170,2022-05-02,2024-07-02,3.0,1450.0,2022-04-01,ws,1
122349,0,188016170,2024-07-02,2025-06-30,3.0,1450.0,2024-06-01,ws,1
70235,3,188016270,2010-01-01,2020-05-02,3.0,1450.0,2020-04-01,bsl,0
78565,0,188016270,2020-05-02,2022-05-02,3.0,1450.0,2020-04-01,ws,1
92208,9,188016270,2022-05-02,2025-06-30,,1450.0,2022-04-01,aes,2
70236,3,188016370,2010-01-01,2020-05-02,3.0,1300.0,2020-04-01,bsl,0
78566,0,188016370,2020-05-02,2022-05-02,3.0,1300.0,2020-04-01,ws,1
103367,0,188016370,2022-05-02,2024-07-02,3.0,1300.0,2022-04-01,ws,1
122350,0,188016370,2024-07-02,2025-06-30,3.0,1300.0,2024-06-01,ws,1
70237,3,188016470,2010-01-01,2020-05-02,3.0,380.0,2020-04-01,bsl,0
78567,0,188016470,2020-05-02,2022-05-02,3.0,380.0,2020-04-01,ws,1
103368,0,188016470,2022-05-02,2024-07-02,3.0,380.0,2022-04-01,ws,1
122351,0,188016470,2024-07-02,2025-06-30,3.0,380.0,2024-06-01,ws,1
70238,3,188016570,2010-01-01,2020-05-02,3.0,380.0,2020-04-01,bsl,0
78568,0,188016570,2020-05-02,2022-05-02,3.0,380.0,2020-04-01,ws,1
92210,9,188016570,2022-05-02,2025-06-30,,380.0,2022-04-01,aes,2
70239,3,188016670,2010-01-01,2020-05-02,3.0,340.0,2020-04-01,bsl,0
78569,0,188016670,2020-05-02,2022-05-02,3.0,340.0,2020-04-01,ws,1
103369,0,188016670,2022-05-02,2024-07-02,3.0,340.0,2022-04-01,ws,1
122352,0,188016670,2024-07-02,2025-06-30,3.0,340.0,2024-06-01,ws,1
70240,3,188016770,2010-01-01,2020-05-02,3.0,760.0,2020-04-01,bsl,0
78570,0,188016770,2020-05-02,2022-05-02,3.0,760.0,2020-04-01,ws,1
103370,0,188016770,2022-05-02,2024-07-02,3.0,760.0,2022-04-01,ws,1
122353,0,188016770,2024-07-02,2025-06-30,3.0,760.0,2024-06-01,ws,1
70241,3,188016870,2010-01-01,2020-05-02,3.0,760.0,2020-04-01,bsl,0
78571,0,188016870,2020-05-02,2022-05-02,3.0,760.0,2020-04-01,ws,1
92212,9,188016870,2022-05-02,2025-06-30,,760.0,2022-04-01,aes,2
70242,3,188016970,2010-01-01,2020-05-02,3.0,680.0,2020-04-01,bsl,0
78572,0,188016970,2020-05-02,2022-05-02,3.0,680.0,2020-04-01,ws,1
103371,0,188016970,2022-05-02,2024-07-02,3.0,680.0,2022-04-01,ws,1
122354,0,188016970,2024-07-02,2025-06-30,3.0,680.0,2024-06-01,ws,1
70243,3,188017070,2010-01-01,2020-05-02,3.0,1240.0,2020-04-01,bsl,0
78573,0,188017070,2020-05-02,2022-05-02,3.0,1240.0,2020-04-01,ws,1
103372,0,188017070,2022-05-02,2024-07-02,3.0,1240.0,2022-04-01,ws,1
122355,0,188017070,2024-07-02,2025-06-30,3.0,1240.0,2024-06-01,ws,1
70244,3,188017170,2010-01-01,2020-05-02,3.0,1240.0,2020-04-01,bsl,0
78574,0,188017170,2020-05-02,2022-05-02,3.0,1240.0,2020-04-01,ws,1
92214,9,188017170,2022-05-02,2025-06-30,,1240.0,2022-04-01,aes,2
70245,3,188017270,2010-01-01,2020-05-02,3.0,1120.0,2020-04-01,bsl,0
78575,0,188017270,2020-05-02,2022-05-02,3.0,1120.0,2020-04-01,ws,1
103373,0,188017270,2022-05-02,2024-07-02,3.0,1120.0,2022-04-01,ws,1
122356,0,188017270,2024-07-02,2025-06-30,3.0,1120.0,2024-06-01,ws,1
70246,3,188017370,2010-01-01,2020-05-02,3.0,300.0,2020-04-01,bsl,0
78576,0,188017370,2020-05-02,2022-05-02,3.0,300.0,2020-04-01,ws,1
103374,0,188017370,2022-05-02,2024-07-02,3.0,300.0,2022-04-01,ws,1
122357,0,188017370,2024-07-02,2025-06-30,3.0,300.0,2024-06-01,ws,1
70247,3,188017470,2010-01-01,2020-05-02,3.0,300.0,2020-04-01,bsl,0
78577,0,188017470,2020-05-02,2022-05-02,3.0,300.0,2020-04-01,ws,1
92216,9,188017470,2022-05-02,2025-06-30,,300.0,2022-04-01,aes,2
70248,3,188017570,2010-01-01,2020-05-02,3.0,270.0,2020-04-01,bsl,0
78578,0,188017570,2020-05-02,2022-05-02,3.0,270.0,2020-04-01,ws,1
103375,0,188017570,2022-05-02,2024-07-02,3.0,270.0,2022-04-01,ws,1
122358,0,188017570,2024-07-02,2025-06-30,3.0,270.0,2024-06-01,ws,1
70249,3,188017610,2010-01-01,2020-05-02,3.0,250.0,2020-04-01,bsl,0
78579,0,188017610,2020-05-02,2022-05-02,3.0,250.0,2020-04-01,ws,1
103376,0,188017610,2022-05-02,2024-07-02,3.0,250.0,2022-04-01,ws,1
122359,0,188017610,2024-07-02,2025-06-30,3.0,250.0,2024-06-01,ws,1
70250,3,188017710,2010-01-01,2020-05-02,3.0,250.0,2020-04-01,bsl,0
78580,0,188017710,2020-05-02,2022-05-02,3.0,250.0,2020-04-01,ws,1
103377,0,188017710,2022-05-02,2024-07-02,3.0,250.0,2022-04-01,ws,1
122360,0,188017710,2024-07-02,2025-06-30,3.0,250.0,2024-06-01,ws,1
92217,3,188017810,2010-01-01,2022-05-02,3.0,560.0,2022-04-01,bsl,0
103378,0,188017810,2022-05-02,2024-05-02,3.0,560.0,2022-04-01,ws,1
112887,5,188017810,2024-05-02,2024-07-02,,600.0,2024-04-12,ws,1
122361,0,188017810,2024-07-02,2025-06-30,3.0,600.0,2024-06-01,ws,1
71692,3,188017870,2010-01-01,2021-05-02,3.0,20.0,2021-04-01,bsl,0
71692,3,188017870,2021-05-02,2021-11-02,3.0,20.0,2021-04-01,ws,1
71827,9,188017870,2021-11-02,2025-06-30,,20.0,2021-10-01,aes,2
92218,3,188017910,2010-01-01,2022-05-02,3.0,540.0,2022-04-01,bsl,0
103379,0,188017910,2022-05-02,2024-05-02,3.0,540.0,2022-04-01,ws,1
112888,5,188017910,2024-05-02,2024-07-02,,550.0,2024-04-12,ws,1
122362,0,188017910,2024-07-02,2025-06-30,3.0,550.0,2024-06-01,ws,1
71693,3,188017970,2010-01-01,2021-05-02,3.0,20.0,2021-04-01,bsl,0
71693,3,188017970,2021-05-02,2021-11-02,3.0,20.0,2021-04-01,ws,1
71828,9,188017970,2021-11-02,2025-06-30,,20.0,2021-10-01,aes,2
92219,3,188018010,2010-01-01,2022-05-02,3.0,410.0,2022-04-01,bsl,0
103380,0,188018010,2022-05-02,2024-07-02,3.0,410.0,2022-04-01,ws,1
122363,0,188018010,2024-07-02,2025-06-30,3.0,410.0,2024-06-01,ws,1
92220,3,188018110,2010-01-01,2022-05-02,3.0,390.0,2022-04-01,bsl,0
103381,0,188018110,2022-05-02,2024-07-02,3.0,390.0,2022-04-01,ws,1
122364,0,188018110,2024-07-02,2025-06-30,3.0,390.0,2024-06-01,ws,1
92221,3,188018210,2010-01-01,2022-05-02,3.0,330.0,2022-04-01,bsl,0
103382,0,188018210,2022-05-02,2024-07-02,3.0,330.0,2022-04-01,ws,1
122365,0,188018210,2024-07-02,2025-06-30,3.0,330.0,2024-06-01,ws,1
92222,3,188018310,2010-01-01,2022-05-02,3.0,315.0,2022-04-01,bsl,0
103383,0,188018310,2022-05-02,2024-07-02,3.0,315.0,2022-04-01,ws,1
122366,0,188018310,2024-07-02,2025-06-30,3.0,315.0,2024-06-01,ws,1
92223,3,188018410,2010-01-01,2022-05-02,3.0,300.0,2022-04-01,bsl,0
103384,0,188018410,2022-05-02,2024-07-02,3.0,300.0,2022-04-01,ws,1
122367,0,188018410,2024-07-02,2025-06-30,3.0,300.0,2024-06-01,ws,1
111412,3,188018510,2010-01-01,2024-07-02,3.0,250.0,2024-06-01,bsl,0
122368,0,188018510,2024-07-02,2025-06-30,3.0,250.0,2024-06-01,ws,1
3715,5,190024310,2010-01-01,2012-04-02,,11211.0,2012-03-05,bdm,0
3715,5,190024310,2012-04-02,2012-05-02,,11211.0,2012-03-05,ws,1
12172,0,190024310,2012-05-02,2014-04-02,3.0,11211.0,2012-04-01,ws,1
16668,5,190024310,2014-04-02,2014-05-02,,11393.0,2014-03-26,ws,1
23716,0,190024310,2014-05-02,2016-05-02,3.0,11393.0,2014-04-01,ws,1
37194,0,190024310,2016-05-02,2018-04-02,3.0,11393.0,2016-04-01,ws,1
42770,5,190024310,2018-04-02,2018-05-02,,11393.0,2018-03-05,ws,1
54041,0,190024310,2018-05-02,2019-09-02,3.0,11393.0,2018-04-01,ws,1
55357,5,190024310,2019-09-02,2019-11-02,,11802.0,2019-08-19,ws,1
62481,0,190024310,2019-11-02,2020-04-02,3.0,11802.0,2019-10-01,ws,1
66232,5,190024310,2020-04-02,2020-05-02,,11802.0,2020-03-05,ws,1
78581,0,190024310,2020-05-02,2022-05-02,3.0,11802.0,2020-04-01,ws,1
103385,0,190024310,2022-05-02,2024-04-02,3.0,11802.0,2022-04-01,ws,1
111413,5,190024310,2024-04-02,2024-07-02,,11802.0,2024-03-29,ws,1
122369,0,190024310,2024-07-02,2025-06-30,3.0,11847.0,2024-06-01,ws,1
3716,5,190024410,2010-01-01,2012-04-02,,8901.0,2012-03-05,bdm,0
3716,5,190024410,2012-04-02,2012-05-02,,8901.0,2012-03-05,ws,1
12173,0,190024410,2012-05-02,2014-04-02,3.0,8901.0,2012-04-01,ws,1
16669,5,190024410,2014-04-02,2014-05-02,,9046.0,2014-03-26,ws,1
23717,0,190024410,2014-05-02,2016-05-02,3.0,9046.0,2014-04-01,ws,1
37195,0,190024410,2016-05-02,2018-04-02,3.0,9046.0,2016-04-01,ws,1
42771,5,190024410,2018-04-02,2018-05-02,,9046.0,2018-03-05,ws,1
54042,0,190024410,2018-05-02,2019-09-02,3.0,9046.0,2018-04-01,ws,1
55358,5,190024410,2019-09-02,2019-11-02,,9371.0,2019-08-19,ws,1
62482,0,190024410,2019-11-02,2020-04-02,3.0,9371.0,2019-10-01,ws,1
66233,5,190024410,2020-04-02,2020-05-02,,9371.0,2020-03-05,ws,1
78582,0,190024410,2020-05-02,2022-05-02,3.0,9371.0,2020-04-01,ws,1
103386,0,190024410,2022-05-02,2024-04-02,3.0,9371.0,2022-04-01,ws,1
111414,5,190024410,2024-04-02,2024-07-02,,9371.0,2024-03-29,ws,1
122370,0,190024410,2024-07-02,2025-06-30,3.0,9413.0,2024-06-01,ws,1
3717,5,190024510,2010-01-01,2012-04-02,,9711.0,2012-03-05,bdm,0
3717,5,190024510,2012-04-02,2012-05-02,,9711.0,2012-03-05,ws,1
12174,0,190024510,2012-05-02,2014-04-02,3.0,9711.0,2012-04-01,ws,1
16670,5,190024510,2014-04-02,2014-05-02,,9869.0,2014-03-26,ws,1
23718,0,190024510,2014-05-02,2016-05-02,3.0,9869.0,2014-04-01,ws,1
37196,0,190024510,2016-05-02,2018-04-02,3.0,9869.0,2016-04-01,ws,1
42772,5,190024510,2018-04-02,2018-05-02,,9869.0,2018-03-05,ws,1
54043,0,190024510,2018-05-02,2019-09-02,3.0,9869.0,2018-04-01,ws,1
55359,5,190024510,2019-09-02,2019-11-02,,10223.0,2019-08-19,ws,1
62483,0,190024510,2019-11-02,2020-04-02,3.0,10223.0,2019-10-01,ws,1
66234,5,190024510,2020-04-02,2020-05-02,,10223.0,2020-03-05,ws,1
78583,0,190024510,2020-05-02,2022-05-02,3.0,10223.0,2020-04-01,ws,1
103387,0,190024510,2022-05-02,2024-04-02,3.0,10223.0,2022-04-01,ws,1
111415,5,190024510,2024-04-02,2024-07-02,,10223.0,2024-03-29,ws,1
122371,0,190024510,2024-07-02,2025-06-30,3.0,10268.0,2024-06-01,ws,1
3718,5,190024710,2010-01-01,2012-04-02,,10011.0,2012-03-05,bdm,0
3718,5,190024710,2012-04-02,2012-05-02,,10011.0,2012-03-05,ws,1
12175,0,190024710,2012-05-02,2014-04-02,3.0,10011.0,2012-04-01,ws,1
14796,5,190024710,2014-04-02,2014-10-02,,10174.0,2014-03-05,ws,1
17430,5,190024710,2014-10-02,2014-11-02,,10174.0,2014-09-12,ws,1
23719,0,190024710,2014-11-02,2016-04-02,3.0,10174.0,2014-10-01,ws,1
27138,5,190024710,2016-04-02,2016-05-02,,10174.0,2016-03-04,ws,1
37197,0,190024710,2016-05-02,2018-04-02,3.0,10174.0,2016-04-01,ws,1
42773,5,190024710,2018-04-02,2018-05-02,,10174.0,2018-03-05,ws,1
54044,0,190024710,2018-05-02,2019-09-02,3.0,10174.0,2018-04-01,ws,1
55360,5,190024710,2019-09-02,2019-11-02,,10539.0,2019-08-19,ws,1
62484,0,190024710,2019-11-02,2020-04-02,3.0,10539.0,2019-10-01,ws,1
66235,5,190024710,2020-04-02,2020-05-02,,10539.0,2020-03-05,ws,1
78584,0,190024710,2020-05-02,2022-05-02,3.0,10539.0,2020-04-01,ws,1
103388,0,190024710,2022-05-02,2024-04-02,3.0,10539.0,2022-04-01,ws,1
111416,5,190024710,2024-04-02,2024-05-02,,10539.0,2024-03-29,ws,1
112889,5,190024710,2024-05-02,2024-07-02,,10539.0,2024-04-12,ws,1
122372,0,190024710,2024-07-02,2025-06-30,3.0,10584.0,2024-06-01,ws,1
12176,0,190024910,2010-01-01,2012-05-02,3.0,220.0,2012-04-01,bdm,0
12176,0,190024910,2012-05-02,2014-05-02,3.0,220.0,2012-04-01,ws,1
23720,0,190024910,2014-05-02,2016-05-02,3.0,220.0,2014-04-01,ws,1
37198,0,190024910,2016-05-02,2018-05-02,3.0,220.0,2016-04-01,ws,1
54045,0,190024910,2018-05-02,2019-11-02,3.0,220.0,2018-04-01,ws,1
62485,0,190024910,2019-11-02,2020-05-02,3.0,220.0,2019-10-01,ws,1
78585,0,190024910,2020-05-02,2022-05-02,3.0,220.0,2020-04-01,ws,1
103389,0,190024910,2022-05-02,2024-07-02,3.0,220.0,2022-04-01,ws,1
122373,0,190024910,2024-07-02,2025-06-30,3.0,220.0,2024-06-01,ws,1
3719,5,190028910,2010-01-01,2012-04-02,,4791.0,2012-03-05,bdm,0
3719,5,190028910,2012-04-02,2012-05-02,,4791.0,2012-03-05,ws,1
12177,0,190028910,2012-05-02,2014-04-02,3.0,4791.0,2012-04-01,ws,1
14797,5,190028910,2014-04-02,2014-05-02,,4926.0,2014-03-05,ws,1
23721,0,190028910,2014-05-02,2016-04-02,3.0,4926.0,2014-04-01,ws,1
27139,5,190028910,2016-04-02,2016-05-02,,4926.0,2016-03-04,ws,1
37199,0,190028910,2016-05-02,2018-04-02,3.0,4926.0,2016-04-01,ws,1
42774,5,190028910,2018-04-02,2018-05-02,,5051.0,2018-03-05,ws,1
54046,0,190028910,2018-05-02,2019-09-02,3.0,5051.0,2018-04-01,ws,1
55361,5,190028910,2019-09-02,2019-11-02,,5207.0,2019-08-19,ws,1
62486,0,190028910,2019-11-02,2020-04-02,3.0,5207.0,2019-10-01,ws,1
70092,5,190028910,2020-04-02,2020-05-02,,5207.0,2020-03-23,ws,1
78586,0,190028910,2020-05-02,2022-05-02,3.0,5207.0,2020-04-01,ws,1
103390,0,190028910,2022-05-02,2024-04-02,3.0,5107.0,2022-04-01,ws,1
111417,5,190028910,2024-04-02,2024-07-02,,5107.0,2024-03-29,ws,1
122374,0,190028910,2024-07-02,2025-06-30,3.0,5135.0,2024-06-01,ws,1
3720,5,190030310,2010-01-01,2012-04-02,,555.0,2012-03-05,bdm,0
3720,5,190030310,2012-04-02,2012-05-02,,555.0,2012-03-05,ws,1
12178,0,190030310,2012-05-02,2014-05-02,3.0,555.0,2012-04-01,ws,1
23722,0,190030310,2014-05-02,2016-04-02,3.0,555.0,2014-04-01,ws,1
27140,5,190030310,2016-04-02,2016-05-02,,580.0,2016-03-04,ws,1
37200,0,190030310,2016-05-02,2018-05-02,3.0,580.0,2016-04-01,ws,1
54047,0,190030310,2018-05-02,2019-11-02,3.0,580.0,2018-04-01,ws,1
62487,0,190030310,2019-11-02,2020-05-02,3.0,580.0,2019-10-01,ws,1
78587,0,190030310,2020-05-02,2022-05-02,3.0,580.0,2020-04-01,ws,1
103391,0,190030310,2022-05-02,2024-07-02,3.0,580.0,2022-04-01,ws,1
122375,0,190030310,2024-07-02,2025-06-30,3.0,580.0,2024-06-01,ws,1
3721,5,190055010,2010-01-01,2012-04-02,,1061.0,2012-03-05,bdm,0
5340,5,190055010,2012-04-02,2012-05-02,,1061.0,2012-03-30,ws,1
12179,0,190055010,2012-05-02,2014-04-02,3.0,1061.0,2012-04-01,ws,1
17138,5,190055010,2014-04-02,2014-05-02,,1090.0,2014-03-31,ws,1
23723,0,190055010,2014-05-02,2016-05-02,3.0,1090.0,2014-04-01,ws,1
37201,0,190055010,2016-05-02,2018-04-02,3.0,1090.0,2016-04-01,ws,1
42775,5,190055010,2018-04-02,2018-05-02,,1090.0,2018-03-05,ws,1
54048,0,190055010,2018-05-02,2019-09-02,3.0,1090.0,2018-04-01,ws,1
55362,5,190055010,2019-09-02,2019-11-02,,1091.0,2019-08-19,ws,1
62488,0,190055010,2019-11-02,2020-04-02,3.0,1091.0,2019-10-01,ws,1
66237,5,190055010,2020-04-02,2020-05-02,,1091.0,2020-03-05,ws,1
78588,0,190055010,2020-05-02,2022-05-02,3.0,1091.0,2020-04-01,ws,1
103392,0,190055010,2022-05-02,2024-04-02,3.0,1091.0,2022-04-01,ws,1
111418,5,190055010,2024-04-02,2024-07-02,,1091.0,2024-03-29,ws,1
122376,0,190055010,2024-07-02,2025-06-30,3.0,1108.0,2024-06-01,ws,1
3722,5,190055210,2010-01-01,2012-04-02,,1954.0,2012-03-05,bdm,0
3722,5,190055210,2012-04-02,2012-05-02,,1954.0,2012-03-05,ws,1
12180,0,190055210,2012-05-02,2014-04-02,3.0,1954.0,2012-04-01,ws,1
14799,5,190055210,2014-04-02,2014-05-02,,2008.0,2014-03-05,ws,1
23724,0,190055210,2014-05-02,2016-05-02,3.0,2008.0,2014-04-01,ws,1
37202,0,190055210,2016-05-02,2018-04-02,3.0,2008.0,2016-04-01,ws,1
42776,5,190055210,2018-04-02,2018-05-02,,2008.0,2018-03-05,ws,1
54049,0,190055210,2018-05-02,2019-09-02,3.0,2008.0,2018-04-01,ws,1
55363,5,190055210,2019-09-02,2019-11-02,,2070.0,2019-08-19,ws,1
62489,0,190055210,2019-11-02,2020-04-02,3.0,2070.0,2019-10-01,ws,1
66238,5,190055210,2020-04-02,2020-05-02,,2070.0,2020-03-05,ws,1
78589,0,190055210,2020-05-02,2022-05-02,3.0,2070.0,2020-04-01,ws,1
103393,0,190055210,2022-05-02,2024-04-02,3.0,2070.0,2022-04-01,ws,1
111419,5,190055210,2024-04-02,2024-07-02,,2070.0,2024-03-29,ws,1
122377,0,190055210,2024-07-02,2025-06-30,3.0,2090.0,2024-06-01,ws,1
3723,5,190055310,2010-01-01,2012-04-02,,1581.0,2012-03-05,bdm,0
3723,5,190055310,2012-04-02,2012-05-02,,1581.0,2012-03-05,ws,1
12181,0,190055310,2012-05-02,2014-04-02,3.0,1581.0,2012-04-01,ws,1
14800,5,190055310,2014-04-02,2014-05-02,,1625.0,2014-03-05,ws,1
23725,0,190055310,2014-05-02,2016-05-02,3.0,1625.0,2014-04-01,ws,1
37203,0,190055310,2016-05-02,2018-04-02,3.0,1625.0,2016-04-01,ws,1
42777,5,190055310,2018-04-02,2018-05-02,,1625.0,2018-03-05,ws,1
54050,0,190055310,2018-05-02,2019-09-02,3.0,1625.0,2018-04-01,ws,1
55364,5,190055310,2019-09-02,2019-11-02,,1675.0,2019-08-19,ws,1
62490,0,190055310,2019-11-02,2020-04-02,3.0,1675.0,2019-10-01,ws,1
66239,5,190055310,2020-04-02,2020-05-02,,1675.0,2020-03-05,ws,1
78590,0,190055310,2020-05-02,2022-05-02,3.0,1675.0,2020-04-01,ws,1
103394,0,190055310,2022-05-02,2024-04-02,3.0,1675.0,2022-04-01,ws,1
111420,5,190055310,2024-04-02,2024-07-02,,1675.0,2024-03-29,ws,1
122378,0,190055310,2024-07-02,2025-06-30,3.0,1694.0,2024-06-01,ws,1
12182,0,190055470,2010-01-01,2012-05-02,3.0,600.0,2012-04-01,bdm,0
12182,0,190055470,2012-05-02,2012-06-02,3.0,600.0,2012-04-01,ws,1
5562,5,190055470,2012-06-02,2014-05-02,,600.0,2012-05-11,ws,1
23726,0,190055470,2014-05-02,2016-05-02,3.0,600.0,2014-04-01,ws,1
37204,0,190055470,2016-05-02,2018-05-02,3.0,600.0,2016-04-01,ws,1
54051,0,190055470,2018-05-02,2019-11-02,3.0,600.0,2018-04-01,ws,1
62491,0,190055470,2019-11-02,2020-05-02,3.0,600.0,2019-10-01,ws,1
78591,0,190055470,2020-05-02,2022-05-02,3.0,600.0,2020-04-01,ws,1
103395,0,190055470,2022-05-02,2024-07-02,3.0,600.0,2022-04-01,ws,1
122379,0,190055470,2024-07-02,2025-06-30,3.0,600.0,2024-06-01,ws,1
12183,0,190056910,2010-01-01,2012-05-02,3.0,300.0,2012-04-01,bdm,0
12183,0,190056910,2012-05-02,2014-05-02,3.0,300.0,2012-04-01,ws,1
23727,0,190056910,2014-05-02,2016-05-02,3.0,300.0,2014-04-01,ws,1
37205,0,190056910,2016-05-02,2018-05-02,3.0,300.0,2016-04-01,ws,1
54052,0,190056910,2018-05-02,2019-11-02,3.0,300.0,2018-04-01,ws,1
62492,0,190056910,2019-11-02,2020-05-02,3.0,300.0,2019-10-01,ws,1
78592,0,190056910,2020-05-02,2022-05-02,3.0,300.0,2020-04-01,ws,1
103396,0,190056910,2022-05-02,2024-07-02,3.0,300.0,2022-04-01,ws,1
122380,0,190056910,2024-07-02,2025-06-30,3.0,300.0,2024-06-01,ws,1
3725,5,190066710,2010-01-01,2012-04-02,,7011.0,2012-03-05,bdm,0
3725,5,190066710,2012-04-02,2012-05-02,,7011.0,2012-03-05,ws,1
12184,0,190066710,2012-05-02,2014-04-02,3.0,7011.0,2012-04-01,ws,1
14801,5,190066710,2014-04-02,2014-05-02,,7125.0,2014-03-05,ws,1
23728,0,190066710,2014-05-02,2016-04-02,3.0,7125.0,2014-04-01,ws,1
30553,5,190066710,2016-04-02,2016-05-02,,7125.0,2016-03-18,ws,1
37206,0,190066710,2016-05-02,2018-04-02,3.0,7125.0,2016-04-01,ws,1
42778,5,190066710,2018-04-02,2018-05-02,,7125.0,2018-03-05,ws,1
54053,0,190066710,2018-05-02,2019-09-02,3.0,7125.0,2018-04-01,ws,1
55365,5,190066710,2019-09-02,2019-11-02,,7381.0,2019-08-19,ws,1
62493,0,190066710,2019-11-02,2020-04-02,3.0,7381.0,2019-10-01,ws,1
66240,5,190066710,2020-04-02,2020-05-02,,7381.0,2020-03-05,ws,1
