,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
909,5,738100000,2010-01-01,2012-05-02,1.0,867.0,2012-04-01,bdm,0
2184,0,738100000,2012-05-02,2014-05-02,1.0,867.0,2012-04-01,ws,1
4760,0,738100000,2014-05-02,2016-05-02,1.0,875.0,2014-04-01,ws,1
7412,0,738100000,2016-05-02,2018-05-02,1.0,873.0,2016-04-01,ws,1
10029,0,738100000,2018-05-02,2019-11-02,1.0,868.0,2018-04-01,ws,1
12542,0,738100000,2019-11-02,2020-05-02,1.0,884.0,2019-10-01,ws,1
15213,0,738100000,2020-05-02,2022-05-02,1.0,884.0,2020-04-01,ws,1
21920,0,738100000,2022-05-02,2024-07-02,1.0,884.0,2022-04-01,ws,1
26011,0,738100000,2024-07-02,2025-06-30,1.0,884.0,2024-06-01,ws,1
910,5,738110000,2010-01-01,2012-05-02,1.0,5430.0,2012-04-01,bdm,0
2185,0,738110000,2012-05-02,2014-05-02,1.0,5430.0,2012-04-01,ws,1
4761,0,738110000,2014-05-02,2016-05-02,1.0,5450.0,2014-04-01,ws,1
7413,0,738110000,2016-05-02,2018-05-02,1.0,5370.0,2016-04-01,ws,1
10030,0,738110000,2018-05-02,2019-11-02,1.0,5370.0,2018-04-01,ws,1
12543,0,738110000,2019-11-02,2020-05-02,1.0,5470.0,2019-10-01,ws,1
15214,0,738110000,2020-05-02,2022-05-02,1.0,5470.0,2020-04-01,ws,1
21921,0,738110000,2022-05-02,2024-07-02,1.0,5470.0,2022-04-01,ws,1
26012,0,738110000,2024-07-02,2025-06-30,1.0,5470.0,2024-06-01,ws,1
911,5,738120000,2010-01-01,2012-05-02,1.0,992.0,2012-04-01,bdm,0
2186,0,738120000,2012-05-02,2014-05-02,1.0,992.0,2012-04-01,ws,1
4762,0,738120000,2014-05-02,2016-05-02,1.0,1020.0,2014-04-01,ws,1
7414,0,738120000,2016-05-02,2018-05-02,1.0,1020.0,2016-04-01,ws,1
10031,0,738120000,2018-05-02,2019-11-02,1.0,1020.0,2018-04-01,ws,1
12544,0,738120000,2019-11-02,2020-05-02,1.0,1040.0,2019-10-01,ws,1
15215,0,738120000,2020-05-02,2022-05-02,1.0,1040.0,2020-04-01,ws,1
21922,0,738120000,2022-05-02,2024-07-02,1.0,1040.0,2022-04-01,ws,1
26013,0,738120000,2024-07-02,2025-06-30,1.0,1040.0,2024-06-01,ws,1
912,0,738140000,2010-01-01,2012-05-02,1.0,62400.0,2012-04-01,bdm,0
2187,0,738140000,2012-05-02,2014-05-02,1.0,62400.0,2012-04-01,ws,1
4763,0,738140000,2014-05-02,2016-05-02,1.0,64100.0,2014-04-01,ws,1
7415,0,738140000,2016-05-02,2018-05-02,1.0,64100.0,2016-04-01,ws,1
10032,0,738140000,2018-05-02,2019-11-02,1.0,64100.0,2018-04-01,ws,1
12545,0,738140000,2019-11-02,2020-05-02,1.0,65300.0,2019-10-01,ws,1
15216,0,738140000,2020-05-02,2022-05-02,1.0,63700.0,2020-04-01,ws,1
21923,0,738140000,2022-05-02,2024-07-02,1.0,63700.0,2022-04-01,ws,1
26014,0,738140000,2024-07-02,2025-06-30,1.0,60600.0,2024-06-01,ws,1
913,5,738150000,2010-01-01,2012-05-02,1.0,3010.0,2012-04-01,bdm,0
2188,0,738150000,2012-05-02,2014-05-02,1.0,3010.0,2012-04-01,ws,1
4764,0,738150000,2014-05-02,2016-05-02,1.0,2820.0,2014-04-01,ws,1
7416,0,738150000,2016-05-02,2018-05-02,1.0,2600.0,2016-04-01,ws,1
10033,0,738150000,2018-05-02,2019-11-02,1.0,2310.0,2018-04-01,ws,1
12546,0,738150000,2019-11-02,2020-05-02,1.0,2230.0,2019-10-01,ws,1
15217,0,738150000,2020-05-02,2022-05-02,1.0,2210.0,2020-04-01,ws,1
21924,0,738150000,2022-05-02,2024-07-02,1.0,2160.0,2022-04-01,ws,1
26015,0,738150000,2024-07-02,2025-06-30,1.0,2130.0,2024-06-01,ws,1
914,5,738160000,2010-01-01,2012-05-02,1.0,3860.0,2012-04-01,bdm,0
2189,0,738160000,2012-05-02,2014-05-02,1.0,3860.0,2012-04-01,ws,1
4765,0,738160000,2014-05-02,2016-05-02,1.0,3660.0,2014-04-01,ws,1
7417,0,738160000,2016-05-02,2018-05-02,1.0,3410.0,2016-04-01,ws,1
10034,0,738160000,2018-05-02,2019-11-02,1.0,3040.0,2018-04-01,ws,1
12547,0,738160000,2019-11-02,2020-05-02,1.0,2900.0,2019-10-01,ws,1
15218,0,738160000,2020-05-02,2022-05-02,1.0,2850.0,2020-04-01,ws,1
21925,0,738160000,2022-05-02,2024-07-02,1.0,2760.0,2022-04-01,ws,1
26016,0,738160000,2024-07-02,2025-06-30,1.0,2700.0,2024-06-01,ws,1
16522,3,738170000,2010-01-01,2022-05-02,1.0,2160.0,2022-04-01,bsl,0
21926,0,738170000,2022-05-02,2024-07-02,1.0,2160.0,2022-04-01,ws,1
26017,0,738170000,2024-07-02,2025-06-30,1.0,2130.0,2024-06-01,ws,1
915,5,738180000,2010-01-01,2012-05-02,1.0,2880.0,2012-04-01,bdm,0
2190,0,738180000,2012-05-02,2014-05-02,1.0,2880.0,2012-04-01,ws,1
4766,0,738180000,2014-05-02,2016-05-02,1.0,2540.0,2014-04-01,ws,1
7418,0,738180000,2016-05-02,2018-05-02,1.0,2300.0,2016-04-01,ws,1
10035,0,738180000,2018-05-02,2019-11-02,1.0,2000.0,2018-04-01,ws,1
12548,0,738180000,2019-11-02,2020-05-02,1.0,1890.0,2019-10-01,ws,1
15219,0,738180000,2020-05-02,2022-05-02,1.0,1870.0,2020-04-01,ws,1
21927,0,738180000,2022-05-02,2024-07-02,1.0,1790.0,2022-04-01,ws,1
26018,0,738180000,2024-07-02,2025-06-30,1.0,1720.0,2024-06-01,ws,1
916,5,738190000,2010-01-01,2012-05-02,1.0,2670.0,2012-04-01,bdm,0
2191,0,738190000,2012-05-02,2014-05-02,1.0,2670.0,2012-04-01,ws,1
4767,0,738190000,2014-05-02,2016-05-02,1.0,2410.0,2014-04-01,ws,1
7419,0,738190000,2016-05-02,2018-05-02,1.0,2210.0,2016-04-01,ws,1
8727,9,738190000,2018-05-02,2025-06-30,,0.0,2018-04-01,aes,2
917,5,738200000,2010-01-01,2012-05-02,1.0,3880.0,2012-04-01,bdm,0
2192,0,738200000,2012-05-02,2014-05-02,1.0,3880.0,2012-04-01,ws,1
4768,0,738200000,2014-05-02,2016-05-02,1.0,3430.0,2014-04-01,ws,1
7420,0,738200000,2016-05-02,2018-05-02,1.0,3020.0,2016-04-01,ws,1
10036,0,738200000,2018-05-02,2019-11-02,1.0,2640.0,2018-04-01,ws,1
12549,0,738200000,2019-11-02,2020-05-02,1.0,2450.0,2019-10-01,ws,1
15220,0,738200000,2020-05-02,2022-05-02,1.0,2370.0,2020-04-01,ws,1
21928,0,738200000,2022-05-02,2024-07-02,1.0,2180.0,2022-04-01,ws,1
26019,0,738200000,2024-07-02,2025-06-30,1.0,2090.0,2024-06-01,ws,1
918,5,738210000,2010-01-01,2012-05-02,1.0,16300.0,2012-04-01,bdm,0
2193,0,738210000,2012-05-02,2014-05-02,1.0,16300.0,2012-04-01,ws,1
4769,0,738210000,2014-05-02,2016-05-02,1.0,15500.0,2014-04-01,ws,1
7421,0,738210000,2016-05-02,2018-05-02,1.0,15000.0,2016-04-01,ws,1
10037,0,738210000,2018-05-02,2019-11-02,1.0,14200.0,2018-04-01,ws,1
12550,0,738210000,2019-11-02,2020-05-02,1.0,13900.0,2019-10-01,ws,1
15221,0,738210000,2020-05-02,2022-05-02,1.0,13700.0,2020-04-01,ws,1
21929,0,738210000,2022-05-02,2024-07-02,1.0,13100.0,2022-04-01,ws,1
26020,0,738210000,2024-07-02,2025-06-30,1.0,12500.0,2024-06-01,ws,1
919,5,738220000,2010-01-01,2012-05-02,1.0,19100.0,2012-04-01,bdm,0
2194,0,738220000,2012-05-02,2014-05-02,1.0,19100.0,2012-04-01,ws,1
4770,0,738220000,2014-05-02,2016-05-02,1.0,17100.0,2014-04-01,ws,1
7422,0,738220000,2016-05-02,2018-05-02,1.0,15400.0,2016-04-01,ws,1
10038,0,738220000,2018-05-02,2019-11-02,1.0,13300.0,2018-04-01,ws,1
12551,0,738220000,2019-11-02,2020-05-02,1.0,12500.0,2019-10-01,ws,1
15222,0,738220000,2020-05-02,2022-05-02,1.0,11900.0,2020-04-01,ws,1
21930,0,738220000,2022-05-02,2024-07-02,1.0,10900.0,2022-04-01,ws,1
26021,0,738220000,2024-07-02,2025-06-30,1.0,10100.0,2024-06-01,ws,1
920,5,738230000,2010-01-01,2012-05-02,1.0,22500.0,2012-04-01,bdm,0
2195,0,738230000,2012-05-02,2014-05-02,1.0,22500.0,2012-04-01,ws,1
4771,0,738230000,2014-05-02,2016-05-02,1.0,20600.0,2014-04-01,ws,1
7423,0,738230000,2016-05-02,2018-05-02,1.0,19400.0,2016-04-01,ws,1
10039,0,738230000,2018-05-02,2019-11-02,1.0,17800.0,2018-04-01,ws,1
12552,0,738230000,2019-11-02,2020-05-02,1.0,16800.0,2019-10-01,ws,1
15223,0,738230000,2020-05-02,2022-05-02,1.0,16600.0,2020-04-01,ws,1
21931,0,738230000,2022-05-02,2024-07-02,1.0,15500.0,2022-04-01,ws,1
26022,0,738230000,2024-07-02,2025-06-30,1.0,14500.0,2024-06-01,ws,1
921,5,738240000,2010-01-01,2012-05-02,1.0,3330.0,2012-04-01,bdm,0
2196,0,738240000,2012-05-02,2014-05-02,1.0,3330.0,2012-04-01,ws,1
4772,0,738240000,2014-05-02,2016-05-02,1.0,3420.0,2014-04-01,ws,1
7424,0,738240000,2016-05-02,2018-05-02,1.0,3420.0,2016-04-01,ws,1
10040,0,738240000,2018-05-02,2019-11-02,1.0,3210.0,2018-04-01,ws,1
12553,0,738240000,2019-11-02,2020-05-02,1.0,3180.0,2019-10-01,ws,1
15224,0,738240000,2020-05-02,2022-05-02,1.0,3150.0,2020-04-01,ws,1
21932,0,738240000,2022-05-02,2024-07-02,1.0,3090.0,2022-04-01,ws,1
26023,0,738240000,2024-07-02,2025-06-30,1.0,3080.0,2024-06-01,ws,1
922,0,738250000,2010-01-01,2012-05-02,1.0,2650.0,2012-04-01,bdm,0
2197,0,738250000,2012-05-02,2014-05-02,1.0,2650.0,2012-04-01,ws,1
4773,0,738250000,2014-05-02,2016-05-02,1.0,2720.0,2014-04-01,ws,1
6158,9,738250000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
923,0,738260000,2010-01-01,2012-05-02,1.0,742.0,2012-04-01,bdm,0
2198,0,738260000,2012-05-02,2014-05-02,1.0,742.0,2012-04-01,ws,1
4774,0,738260000,2014-05-02,2016-05-02,1.0,737.0,2014-04-01,ws,1
7425,0,738260000,2016-05-02,2018-05-02,1.0,737.0,2016-04-01,ws,1
10041,0,738260000,2018-05-02,2019-11-02,1.0,737.0,2018-04-01,ws,1
12554,0,738260000,2019-11-02,2020-05-02,1.0,740.0,2019-10-01,ws,1
15225,0,738260000,2020-05-02,2022-05-02,1.0,740.0,2020-04-01,ws,1
21933,0,738260000,2022-05-02,2024-07-02,1.0,740.0,2022-04-01,ws,1
26024,0,738260000,2024-07-02,2025-06-30,1.0,740.0,2024-06-01,ws,1
924,5,738270000,2010-01-01,2012-05-02,1.0,5710.0,2012-04-01,bdm,0
2199,0,738270000,2012-05-02,2014-05-02,1.0,5710.0,2012-04-01,ws,1
4775,0,738270000,2014-05-02,2016-05-02,1.0,5830.0,2014-04-01,ws,1
7426,0,738270000,2016-05-02,2018-05-02,1.0,5830.0,2016-04-01,ws,1
8734,9,738270000,2018-05-02,2025-06-30,,0.0,2018-04-01,aes,2
925,5,738280000,2010-01-01,2012-05-02,1.0,6220.0,2012-04-01,bdm,0
2200,0,738280000,2012-05-02,2014-05-02,1.0,6220.0,2012-04-01,ws,1
4776,0,738280000,2014-05-02,2016-05-02,1.0,6390.0,2014-04-01,ws,1
7427,0,738280000,2016-05-02,2018-05-02,1.0,6390.0,2016-04-01,ws,1
10042,0,738280000,2018-05-02,2019-11-02,1.0,6050.0,2018-04-01,ws,1
12555,0,738280000,2019-11-02,2020-05-02,1.0,6090.0,2019-10-01,ws,1
15226,0,738280000,2020-05-02,2022-05-02,1.0,6090.0,2020-04-01,ws,1
21934,0,738280000,2022-05-02,2024-07-02,1.0,5870.0,2022-04-01,ws,1
23361,9,738280000,2024-07-02,2025-06-30,,5870.0,2024-06-01,aes,2
926,0,738290000,2010-01-01,2012-05-02,1.0,9740.0,2012-04-01,bdm,0
2201,0,738290000,2012-05-02,2014-05-02,1.0,9740.0,2012-04-01,ws,1
4777,0,738290000,2014-05-02,2016-05-02,1.0,10000.0,2014-04-01,ws,1
7428,0,738290000,2016-05-02,2018-05-02,1.0,10000.0,2016-04-01,ws,1
10043,0,738290000,2018-05-02,2019-11-02,1.0,10000.0,2018-04-01,ws,1
12556,0,738290000,2019-11-02,2020-05-02,1.0,10200.0,2019-10-01,ws,1
15227,0,738290000,2020-05-02,2022-05-02,1.0,10200.0,2020-04-01,ws,1
21935,0,738290000,2022-05-02,2024-07-02,1.0,10200.0,2022-04-01,ws,1
26025,0,738290000,2024-07-02,2025-06-30,1.0,10200.0,2024-06-01,ws,1
927,5,738300000,2010-01-01,2012-05-02,1.0,2410.0,2012-04-01,bdm,0
2202,0,738300000,2012-05-02,2014-05-02,1.0,2410.0,2012-04-01,ws,1
4778,0,738300000,2014-05-02,2016-05-02,1.0,2380.0,2014-04-01,ws,1
7429,0,738300000,2016-05-02,2018-05-02,1.0,2330.0,2016-04-01,ws,1
10044,0,738300000,2018-05-02,2019-11-02,1.0,2250.0,2018-04-01,ws,1
12557,0,738300000,2019-11-02,2020-05-02,1.0,2290.0,2019-10-01,ws,1
15228,0,738300000,2020-05-02,2022-05-02,1.0,2290.0,2020-04-01,ws,1
21936,0,738300000,2022-05-02,2024-07-02,1.0,2290.0,2022-04-01,ws,1
26026,0,738300000,2024-07-02,2025-06-30,1.0,2290.0,2024-06-01,ws,1
928,5,738310000,2010-01-01,2012-05-02,1.0,3710.0,2012-04-01,bdm,0
2203,0,738310000,2012-05-02,2014-05-02,1.0,3710.0,2012-04-01,ws,1
4779,0,738310000,2014-05-02,2016-05-02,1.0,3800.0,2014-04-01,ws,1
7430,0,738310000,2016-05-02,2018-05-02,1.0,3800.0,2016-04-01,ws,1
10045,0,738310000,2018-05-02,2019-11-02,1.0,3800.0,2018-04-01,ws,1
12558,0,738310000,2019-11-02,2020-05-02,1.0,3800.0,2019-10-01,ws,1
15229,0,738310000,2020-05-02,2022-05-02,1.0,3790.0,2020-04-01,ws,1
21937,0,738310000,2022-05-02,2024-07-02,1.0,3790.0,2022-04-01,ws,1
26027,0,738310000,2024-07-02,2025-06-30,1.0,3770.0,2024-06-01,ws,1
929,5,738320000,2010-01-01,2012-05-02,1.0,17700.0,2012-04-01,bdm,0
2204,0,738320000,2012-05-02,2014-05-02,1.0,17700.0,2012-04-01,ws,1
4780,0,738320000,2014-05-02,2016-05-02,1.0,17600.0,2014-04-01,ws,1
6165,9,738320000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
930,0,738330000,2010-01-01,2012-05-02,1.0,9370.0,2012-04-01,bdm,0
2205,0,738330000,2012-05-02,2014-05-02,1.0,9370.0,2012-04-01,ws,1
4781,0,738330000,2014-05-02,2016-05-02,1.0,9260.0,2014-04-01,ws,1
6166,9,738330000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
931,0,738340000,2010-01-01,2012-05-02,1.0,294000.0,2012-04-01,bdm,0
2206,0,738340000,2012-05-02,2014-05-02,1.0,294000.0,2012-04-01,ws,1
4782,0,738340000,2014-05-02,2016-05-02,1.0,302000.0,2014-04-01,ws,1
6167,9,738340000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
932,0,738350000,2010-01-01,2012-05-02,1.0,162000.0,2012-04-01,bdm,0
2207,0,738350000,2012-05-02,2014-05-02,1.0,162000.0,2012-04-01,ws,1
4783,0,738350000,2014-05-02,2016-05-02,1.0,166000.0,2014-04-01,ws,1
7431,0,738350000,2016-05-02,2018-05-02,1.0,166000.0,2016-04-01,ws,1
10046,0,738350000,2018-05-02,2019-11-02,1.0,166000.0,2018-04-01,ws,1
12559,0,738350000,2019-11-02,2020-05-02,1.0,169000.0,2019-10-01,ws,1
15230,0,738350000,2020-05-02,2022-05-02,1.0,169000.0,2020-04-01,ws,1
21938,0,738350000,2022-05-02,2024-07-02,1.0,169000.0,2022-04-01,ws,1
26028,0,738350000,2024-07-02,2025-06-30,1.0,169000.0,2024-06-01,ws,1
933,0,738360000,2010-01-01,2012-05-02,1.0,32100.0,2012-04-01,bdm,0
2208,0,738360000,2012-05-02,2014-05-02,1.0,32100.0,2012-04-01,ws,1
4784,0,738360000,2014-05-02,2016-05-02,1.0,33000.0,2014-04-01,ws,1
7432,0,738360000,2016-05-02,2018-05-02,1.0,33000.0,2016-04-01,ws,1
10047,0,738360000,2018-05-02,2019-11-02,1.0,33000.0,2018-04-01,ws,1
12560,0,738360000,2019-11-02,2020-05-02,1.0,33600.0,2019-10-01,ws,1
15231,0,738360000,2020-05-02,2022-05-02,1.0,33600.0,2020-04-01,ws,1
21939,0,738360000,2022-05-02,2024-07-02,1.0,33600.0,2022-04-01,ws,1
26029,0,738360000,2024-07-02,2025-06-30,1.0,33600.0,2024-06-01,ws,1
934,5,738370000,2010-01-01,2012-05-02,1.0,145000.0,2012-04-01,bdm,0
2209,0,738370000,2012-05-02,2014-05-02,1.0,145000.0,2012-04-01,ws,1
4785,0,738370000,2014-05-02,2016-05-02,1.0,135000.0,2014-04-01,ws,1
7433,0,738370000,2016-05-02,2018-05-02,1.0,131000.0,2016-04-01,ws,1
10048,0,738370000,2018-05-02,2019-11-02,1.0,129000.0,2018-04-01,ws,1
12561,0,738370000,2019-11-02,2020-05-02,1.0,131000.0,2019-10-01,ws,1
15232,0,738370000,2020-05-02,2022-05-02,1.0,131000.0,2020-04-01,ws,1
21940,0,738370000,2022-05-02,2024-07-02,1.0,130000.0,2022-04-01,ws,1
26030,0,738370000,2024-07-02,2025-06-30,1.0,128000.0,2024-06-01,ws,1
935,5,738380000,2010-01-01,2012-05-02,1.0,82400.0,2012-04-01,bdm,0
2210,0,738380000,2012-05-02,2014-05-02,1.0,82400.0,2012-04-01,ws,1
4786,0,738380000,2014-05-02,2016-05-02,1.0,83400.0,2014-04-01,ws,1
7434,0,738380000,2016-05-02,2018-05-02,1.0,83400.0,2016-04-01,ws,1
10049,0,738380000,2018-05-02,2019-11-02,1.0,58300.0,2018-04-01,ws,1
12562,0,738380000,2019-11-02,2020-05-02,1.0,59400.0,2019-10-01,ws,1
15233,0,738380000,2020-05-02,2022-05-02,1.0,59400.0,2020-04-01,ws,1
21941,0,738380000,2022-05-02,2024-07-02,1.0,55300.0,2022-04-01,ws,1
26031,0,738380000,2024-07-02,2025-06-30,1.0,55300.0,2024-06-01,ws,1
936,5,738390000,2010-01-01,2012-05-02,1.0,56100.0,2012-04-01,bdm,0
2211,0,738390000,2012-05-02,2014-05-02,1.0,56100.0,2012-04-01,ws,1
4787,0,738390000,2014-05-02,2016-05-02,1.0,52000.0,2014-04-01,ws,1
7435,0,738390000,2016-05-02,2018-05-02,1.0,49500.0,2016-04-01,ws,1
10050,0,738390000,2018-05-02,2019-11-02,1.0,47100.0,2018-04-01,ws,1
12563,0,738390000,2019-11-02,2020-05-02,1.0,48000.0,2019-10-01,ws,1
15234,0,738390000,2020-05-02,2022-05-02,1.0,48000.0,2020-04-01,ws,1
21942,0,738390000,2022-05-02,2024-07-02,1.0,48000.0,2022-04-01,ws,1
26032,0,738390000,2024-07-02,2025-06-30,1.0,48000.0,2024-06-01,ws,1
937,5,738400000,2010-01-01,2012-05-02,1.0,507000.0,2012-04-01,bdm,0
2212,0,738400000,2012-05-02,2014-05-02,1.0,507000.0,2012-04-01,ws,1
3578,5,738400000,2014-05-02,2015-02-02,1.0,502000.0,2014-04-01,ws,1
2380,5,738400000,2015-02-02,2015-05-02,,463000.0,2015-01-01,ws,1
4788,0,738400000,2015-05-02,2016-05-02,1.0,424000.0,2015-04-01,ws,1
7436,0,738400000,2016-05-02,2018-05-02,1.0,314000.0,2016-04-01,ws,1
10051,0,738400000,2018-05-02,2019-11-02,1.0,305000.0,2018-04-01,ws,1
12564,0,738400000,2019-11-02,2020-05-02,1.0,310000.0,2019-10-01,ws,1
15235,0,738400000,2020-05-02,2022-05-02,1.0,310000.0,2020-04-01,ws,1
21943,0,738400000,2022-05-02,2024-07-02,1.0,266000.0,2022-04-01,ws,1
26033,0,738400000,2024-07-02,2025-06-30,1.0,266000.0,2024-06-01,ws,1
938,5,738410000,2010-01-01,2012-05-02,1.0,357000.0,2012-04-01,bdm,0
2213,0,738410000,2012-05-02,2014-05-02,1.0,357000.0,2012-04-01,ws,1
4789,0,738410000,2014-05-02,2016-05-02,1.0,329000.0,2014-04-01,ws,1
7437,0,738410000,2016-05-02,2018-05-02,1.0,183000.0,2016-04-01,ws,1
10052,0,738410000,2018-05-02,2019-11-02,1.0,179000.0,2018-04-01,ws,1
12565,0,738410000,2019-11-02,2020-05-02,1.0,182000.0,2019-10-01,ws,1
15236,0,738410000,2020-05-02,2022-05-02,1.0,182000.0,2020-04-01,ws,1
20449,5,738410000,2022-05-02,2023-02-02,1.0,173000.0,2022-04-01,ws,1
20590,5,738410000,2023-02-02,2023-05-02,,155000.0,2023-01-01,ws,1
20626,5,738410000,2023-05-02,2024-02-02,,137000.0,2023-04-01,ws,1
21944,0,738410000,2024-02-02,2024-07-02,1.0,129000.0,2024-01-01,ws,1
26034,0,738410000,2024-07-02,2025-06-30,1.0,129000.0,2024-06-01,ws,1
939,5,738420000,2010-01-01,2012-05-02,1.0,102000.0,2012-04-01,bdm,0
2214,0,738420000,2012-05-02,2014-05-02,1.0,102000.0,2012-04-01,ws,1
4790,0,738420000,2014-05-02,2016-05-02,1.0,94500.0,2014-04-01,ws,1
7438,0,738420000,2016-05-02,2018-05-02,1.0,87600.0,2016-04-01,ws,1
10053,0,738420000,2018-05-02,2019-11-02,1.0,83100.0,2018-04-01,ws,1
12566,0,738420000,2019-11-02,2020-05-02,1.0,83500.0,2019-10-01,ws,1
15237,0,738420000,2020-05-02,2022-05-02,1.0,83300.0,2020-04-01,ws,1
20450,5,738420000,2022-05-02,2023-02-02,1.0,80800.0,2022-04-01,ws,1
20591,5,738420000,2023-02-02,2023-05-02,,75700.0,2023-01-01,ws,1
21945,0,738420000,2023-05-02,2024-07-02,1.0,70600.0,2023-04-01,ws,1
26035,0,738420000,2024-07-02,2025-06-30,1.0,80800.0,2024-06-01,ws,1
940,5,738430000,2010-01-01,2012-05-02,1.0,88500.0,2012-04-01,bdm,0
2215,0,738430000,2012-05-02,2014-05-02,1.0,88500.0,2012-04-01,ws,1
4791,0,738430000,2014-05-02,2016-05-02,1.0,89600.0,2014-04-01,ws,1
7439,0,738430000,2016-05-02,2018-05-02,1.0,85600.0,2016-04-01,ws,1
10054,0,738430000,2018-05-02,2019-11-02,1.0,85600.0,2018-04-01,ws,1
12567,0,738430000,2019-11-02,2020-05-02,1.0,87200.0,2019-10-01,ws,1
15238,0,738430000,2020-05-02,2022-05-02,1.0,87200.0,2020-04-01,ws,1
21946,0,738430000,2022-05-02,2024-07-02,1.0,87200.0,2022-04-01,ws,1
26036,0,738430000,2024-07-02,2025-06-30,1.0,87200.0,2024-06-01,ws,1
941,5,738440000,2010-01-01,2012-05-02,1.0,127000.0,2012-04-01,bdm,0
941,5,738440000,2012-05-02,2013-11-02,1.0,127000.0,2012-04-01,ws,1
2216,0,738440000,2013-11-02,2014-05-02,1.0,127000.0,2013-10-01,ws,1
4792,0,738440000,2014-05-02,2016-05-02,1.0,123000.0,2014-04-01,ws,1
7440,0,738440000,2016-05-02,2018-05-02,1.0,113000.0,2016-04-01,ws,1
10055,0,738440000,2018-05-02,2019-11-02,1.0,103000.0,2018-04-01,ws,1
12568,0,738440000,2019-11-02,2020-05-02,1.0,105000.0,2019-10-01,ws,1
15239,0,738440000,2020-05-02,2022-05-02,1.0,104000.0,2020-04-01,ws,1
21947,0,738440000,2022-05-02,2024-07-02,1.0,104000.0,2022-04-01,ws,1
26037,0,738440000,2024-07-02,2025-06-30,1.0,96100.0,2024-06-01,ws,1
942,0,738450000,2010-01-01,2012-05-02,1.0,100000.0,2012-04-01,bdm,0
2217,0,738450000,2012-05-02,2014-05-02,1.0,100000.0,2012-04-01,ws,1
4793,0,738450000,2014-05-02,2016-05-02,1.0,102000.0,2014-04-01,ws,1
7441,0,738450000,2016-05-02,2018-05-02,1.0,98900.0,2016-04-01,ws,1
10056,0,738450000,2018-05-02,2019-11-02,1.0,98900.0,2018-04-01,ws,1
12569,0,738450000,2019-11-02,2020-05-02,1.0,101000.0,2019-10-01,ws,1
15240,0,738450000,2020-05-02,2022-05-02,1.0,101000.0,2020-04-01,ws,1
21948,0,738450000,2022-05-02,2024-07-02,1.0,101000.0,2022-04-01,ws,1
26038,0,738450000,2024-07-02,2025-06-30,1.0,101000.0,2024-06-01,ws,1
943,5,738460000,2010-01-01,2012-05-02,1.0,287000.0,2012-04-01,bdm,0
2218,0,738460000,2012-05-02,2014-05-02,1.0,287000.0,2012-04-01,ws,1
4794,0,738460000,2014-05-02,2016-05-02,1.0,271000.0,2014-04-01,ws,1
7442,0,738460000,2016-05-02,2018-05-02,1.0,253000.0,2016-04-01,ws,1
10057,0,738460000,2018-05-02,2019-11-02,1.0,249000.0,2018-04-01,ws,1
12570,0,738460000,2019-11-02,2020-05-02,1.0,251000.0,2019-10-01,ws,1
15241,0,738460000,2020-05-02,2022-05-02,1.0,251000.0,2020-04-01,ws,1
21949,0,738460000,2022-05-02,2024-07-02,1.0,251000.0,2022-04-01,ws,1
26039,0,738460000,2024-07-02,2025-06-30,1.0,240000.0,2024-06-01,ws,1
944,5,738470000,2010-01-01,2012-05-02,1.0,275000.0,2012-04-01,bdm,0
2219,0,738470000,2012-05-02,2014-05-02,1.0,275000.0,2012-04-01,ws,1
4795,0,738470000,2014-05-02,2016-05-02,1.0,257000.0,2014-04-01,ws,1
7443,0,738470000,2016-05-02,2018-05-02,1.0,247000.0,2016-04-01,ws,1
10058,0,738470000,2018-05-02,2019-11-02,1.0,241000.0,2018-04-01,ws,1
12571,0,738470000,2019-11-02,2020-05-02,1.0,242000.0,2019-10-01,ws,1
15242,0,738470000,2020-05-02,2022-05-02,1.0,242000.0,2020-04-01,ws,1
21950,0,738470000,2022-05-02,2024-07-02,1.0,242000.0,2022-04-01,ws,1
26040,0,738470000,2024-07-02,2025-06-30,1.0,236000.0,2024-06-01,ws,1
945,0,738480000,2010-01-01,2012-05-02,1.0,177000.0,2012-04-01,bdm,0
2220,0,738480000,2012-05-02,2014-05-02,1.0,177000.0,2012-04-01,ws,1
4796,0,738480000,2014-05-02,2016-05-02,1.0,182000.0,2014-04-01,ws,1
7444,0,738480000,2016-05-02,2018-05-02,1.0,182000.0,2016-04-01,ws,1
10059,0,738480000,2018-05-02,2019-11-02,1.0,174000.0,2018-04-01,ws,1
12572,0,738480000,2019-11-02,2020-05-02,1.0,177000.0,2019-10-01,ws,1
15243,0,738480000,2020-05-02,2022-05-02,1.0,177000.0,2020-04-01,ws,1
21951,0,738480000,2022-05-02,2024-07-02,1.0,177000.0,2022-04-01,ws,1
26041,0,738480000,2024-07-02,2025-06-30,1.0,177000.0,2024-06-01,ws,1
946,5,738490000,2010-01-01,2012-05-02,1.0,162000.0,2012-04-01,bdm,0
2221,0,738490000,2012-05-02,2014-05-02,1.0,162000.0,2012-04-01,ws,1
